,X,z,z_cat,y_c,y_k,y_r,prd_c,prd,ek_n,er_n,ek,er,ec_k,ec_r,s,blk_d,clay,silt,sand,d10,d50,d90,sp13,sp23,sp33,X0.45um,X0.95um,X15.1um,X209um,X955um,X955.um,m0.2um,m0.6um,m4.3um,m79um,m275um,m1260um,hr_cs,h_3,hrel_3,h_6,hrel_6,hrel_t,tn,oc,cn,nc,d13c,d15n,d13ci,d15ni,cs_um,oc_p,nc_p,d13c_p,d15n_p,oc_r,nc_r,d13c_r,d15n_r,cs_um_p,m4.3_p,m79_p,m275_p,m1260_p,cs_um_r,m4.3_r,m79_r,m275_r,m1260_r,sv,cv,plot_e,log_slt,d13c_w,d18o_w,rci_i,climate,r0.2um,r0.6um,r79um,r275um,r1260um
130,130,129,0-200,1801,,,1800-1900,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.643387879,24.616057,73.292806,2.09114,2.21,7.41,25.27,0.00759733,0.76325411,0.22914859,0,0.00759733,0.76325411,0.21878729,0.00959019,0.00077111,0,0,4.752477,0.21238,0.050894,0.025159,0.594988099,0.838065368,0.528760376,0.902914639,0.349295063,0.762043445,0.247418484,2.857721683,13.47518007,0.074210511,-28.04704418,1.387667566,-28.04704418,1.387667566,0,2.312136003,0.073757042,-27.45463576,1.617919254,0.952230037,-0.032674133,-0.791174491,-0.609029564,0.044883925,4.912038732,0.423166504,0.069339958,0.158077507,-0.197962239,-0.032125146,-0.237872307,0.191041604,-0.61589727,,,,-0.134902728,,,0.011627907,LIA,0,0,0.736323514,0.17644999,0.087226496
131,131,130,0-200,1798,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.661536364,22.577912,71.891109,5.530982,2.3,8.11,32.31,0.00709741,0.72325642,0.2696462,0,0.00709741,0.72325642,0.22784143,0.01669959,0.02510518,0,0,4.406085,0.254707,0.000153,0.598979,0.667540771,0.898593267,0.566949228,1.106971334,0.428234968,0.784229032,0.188651365,2.51994211,15.58394485,0.064168605,-27.86535096,1.449555157,-27.86535096,1.449555157,0,2.413851973,0.073447096,-27.40848732,1.564024092,-0.685242101,-1.347655052,-0.209803901,-0.109489152,-0.035102779,4.559653805,0.533173343,0.131485046,0.123487787,0.268058614,-0.105199404,-0.285564596,-0.41637681,2.164751169,,,,0.053990754,,,0.016129032,LIA,0,0,0.298307995,0.000179191,0.701512814
132,132,131,0-200,1796,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.645315152,23.460822,74.060443,2.478735,2.27,7.74,26.62,0.00686069,0.74878917,0.24435014,0,0.00686069,0.74878917,0.23238879,0.00957282,0.00238853,0,0,4.587359,0.252231,0.018243,0.064783,0.595467909,0.858590264,0.541710144,0.936106909,0.362135585,0.765575575,0.228782796,2.601338676,13.2653992,0.075384086,-27.71884778,1.251030675,-27.71884778,1.251030675,0,2.355647216,0.073096252,-27.45391228,1.599709839,0.451098535,1.00917544,0.014887111,-0.989741929,0.034172645,4.934864788,0.380802058,0.079489396,0.161214996,-0.247566241,-0.371940498,0.160250911,0.196988477,-0.603563268,,,,0.496395866,,,0.014705882,LIA,0,0,0.752351181,0.054414971,0.193233847
133,133,132,0-200,1794,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.655593939,23.740079,75.137466,1.122455,2.26,7.64,25.02,0.00666566,0.75749608,0.23583826,0,0.00666566,0.75749608,0.23583826,0,0,0,0,4.63656,0.264375,0,0,0.552113847,0.843224822,0.532015629,0.843224822,0.326203889,0.7508392,0.233608105,2.605385902,13.01160713,0.076854457,-27.91446243,1.437527711,-27.91446243,1.437527711,0,2.261908791,0.073225375,-27.35458942,1.622813991,0.459170341,0.345072972,-0.812646289,-0.204083648,0.04721845,5.052688813,0.347364629,0.074683914,0.152538562,-0.213234878,-0.339818512,0.020921213,-0.075006527,-0.643439137,,,,0.214450006,,,0.016666667,LIA,0,0,1,0,0
134,134,133,0-200,1791,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.683218182,26.19329,71.887458,1.919251,2.13,7.08,24.59,0.00758793,0.77391738,0.21849468,0,0.00758793,0.77391738,0.21223817,0.00625651,0,0,0,4.897244,0.266175,0.02764,0,0.604447188,0.819039031,0.516756094,0.860006251,0.332695832,0.760269906,0.211678619,2.33204363,12.853058,0.077802496,-27.72687705,1.199664949,-27.72687705,1.199664949,0,2.246751149,0.074516584,-27.38241698,1.651721428,-0.383358754,0.197428272,-0.021764001,-1.241946701,0.03476405,5.029422052,0.310571914,0.088630753,0.159335849,-0.122614698,0.089344893,0.034103063,0.01736431,-0.653105666,,,,-0.119745229,,,0.014084507,LIA,0,0,0.905927199,0.094072801,0
135,135,134,0-200,1789,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.628130303,26.796874,70.971351,2.231777,2.1,6.96,24.62,0.00771854,0.77683849,0.21544299,0,0.00771854,0.77683849,0.20639122,0.00905177,0,0,0,4.959118,0.254147,0.061355,0,0.619964753,0.814301969,0.513767341,0.86847607,0.335972406,0.762994431,0.16896991,2.154464823,14.87567986,0.067223818,-27.61879133,1.234476117,-27.61879133,1.234476117,0,2.293538771,0.074174447,-27.4774957,1.629901194,-0.511274741,-1.227096673,0.129405484,-0.762118983,-0.039792019,4.634889489,0.450783653,0.14263802,0.130387791,0.278752749,0.524767244,-0.37007455,-0.099697304,-0.52178992,,,,0.419896799,,,0.013888889,LIA,0,0,0.805532136,0.194467864,0
136,136,135,0-200,1786,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.693818182,26.901739,70.170759,2.9275,2.08,7.01,25.87,0.00864975,0.76833379,0.22301644,0,0.00864975,0.76833379,0.2080998,0.01253467,0.00238197,0,0,4.885933,0.263353,0.095544,0.07039,0.641861332,0.834175498,0.526306141,0.922616931,0.35691695,0.77218627,0.198109167,2.328151896,13.71050745,0.072936761,-27.77614849,1.398716456,-27.77614849,1.398716456,0,2.277714865,0.074764172,-27.41398673,1.643846847,0.375841014,0.254415547,-0.561918803,-0.34365266,0.007254197,4.903975634,0.375003611,0.108537409,0.137850602,-0.102952754,-0.233664597,0.06630336,0.212054494,-0.252375939,,,,0.348173715,,,0.016393443,LIA,0,0,0.61346605,0.222564392,0.163969559
137,137,136,0-200,1784,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.694139394,28.384289,70.156676,1.459039,2.02,6.64,23,0.00861609,0.79099729,0.20038666,0,0.00861609,0.79099729,0.19357394,0.00573801,0.00107471,0,0,5.076507,0.190847,0.020383,0.036067,0.607853376,0.79137972,0.499305011,0.838559196,0.324398979,0.75739711,0.205553976,2.249184236,12.76573835,0.078334678,-27.65963192,1.384216115,-27.65963192,1.384216115,0,2.188506687,0.075582479,-27.3548048,1.677397611,0.068729797,0.524749319,-0.179872534,-0.665738273,0.034845895,5.120790058,0.282306827,0.091025293,0.147564003,-0.185356847,-0.048381978,-0.025388383,-0.214175748,-0.471427321,,,,0.198048122,,,0.016666667,LIA,0,0,0.771731966,0.082423159,0.145844875
138,138,137,0-200,1782,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.688518182,25.123376,72.530753,2.34587,2.17,7.36,25.79,0.0075778,0.76117311,0.23124908,0,0.0075778,0.76117311,0.22081598,0.0104331,0,0,0,4.746376,0.282553,0.085225,0,0.608054068,0.841563744,0.530967606,0.902908881,0.349292835,0.764289171,0.209068249,2.326330065,12.98165433,0.077031785,-27.65487322,1.708195789,-27.65487322,1.708195789,0,2.285313665,0.074011568,-27.40066663,1.633600134,-0.000349852,0.224546333,-0.14661997,0.566946146,0.033897357,5.176136981,0.295809524,0.089965264,0.129535092,-0.137004666,-0.553950909,0.117705945,0.208000746,-0.535544559,,,,-0.258478221,,,0.016949153,LIA,0,0,0.768270533,0.231729467,0
139,139,138,0-200,1779,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.701527273,25.139529,73.800707,1.059767,2.19,7.29,24.02,0.00642143,0.77232299,0.22125561,0,0.00642143,0.77232299,0.22125561,0,0,0,0,4.817983,0.240212,0,0,0.563898222,0.816129278,0.514920244,0.816129297,0.315721909,0.749758162,0.203769106,2.171531326,12.43296032,0.080431367,-27.52861481,1.555267824,-27.52861481,1.555267824,0,2.183633106,0.074487338,-27.2870661,1.662829229,-0.103644257,0.618873284,-0.182025374,-0.428210678,0.043957877,5.270779112,0.231548064,0.086117084,0.140334821,-0.195262004,-0.336444456,0.040836576,-0.296468986,-0.5769875,,,,0.420332387,,,0.014492754,LIA,0,0,1,0,0
140,140,139,0-200,1777,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.73220303,24.390539,68.647644,6.9618185,2.19,7.57,27.13,0.00741042,0.74852466,0.24406494,0,0.006175665,0.717106235,0.22891456,0.0118637,0.035939855,0,0,4.4723385,0.3581375,0.039802,1.007682,0.717176603,0.861819913,0.543747825,1.124623151,0.435063623,0.795714998,0.202307776,2.204280584,12.71162549,0.078668145,-27.53560251,1.543955451,-27.53560251,1.543955451,0,2.283312162,0.074820444,-27.17970746,1.589814845,-0.183886141,0.106059262,-0.428448906,-0.026738505,0.034820044,5.194726916,0.263793393,0.091087658,0.138521921,-0.128011988,-0.687003083,0.197935558,0.088917805,3.919344032,,,,1.1301384,,,0.008928571,LIA,0,0,0.254789429,0.0283163,0.716894271
141,141,140,0-200,1775,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.847839394,24.5738685,72.6313055,2.7948285,2.28,8.2,27.32,0.00762699,0.72756916,0.26480387,0,0.008357655,0.734704855,0.245759925,0.010749185,0.000428405,0,0,4.470715,0.3388495,0.0696495,0.0136675,0.616349617,0.895123937,0.564760325,0.957133834,0.370269911,0.773614676,0.188007705,2.068131337,12.83362238,0.077920323,-27.31810885,1.639164312,-27.31810885,1.639164312,0,2.225424718,0.074662698,-27.20049071,1.67375446,-0.269230026,0.177278747,0.191052366,-0.059605498,0.021911278,5.211261597,0.254176375,0.101115259,0.128296926,-0.069398429,-0.537661325,0.038051971,0.049612654,-0.828957822,,,,-0.477424147,,,0.011235955,LIA,0,0,0.802644217,0.164981115,0.032374667
142,142,141,0-200,1772,,,1700-1800,hst,1770 A.D.,No-Event,16,0,evnt,n_evnt,NA,0.788415152,24.9196855,72.24872,2.8315925,2.04,7.03,25.92,0.00931428,0.75918485,0.23150085,0,0.00763424,0.73480361,0.248767825,0.008463595,0.00033071,0,0,4.5633125,0.3795905,0.0753455,0.010443,0.620817621,0.853273334,0.538355534,0.941765442,0.364324605,0.774158529,0.187993576,2.038616587,12.65142173,0.0790425,-27.64156606,1.571609652,-27.64156606,1.571609652,0,2.264203487,0.074193952,-27.28061313,1.654161057,-0.30873862,0.446182991,-0.588005295,-0.225952057,0.162036745,4.658313148,0.557213328,0.191594934,0.082877153,-0.880349582,0.349068068,-0.535496499,-0.320310195,-0.280289636,,,,0.037492914,,,0.020833333,LIA,0,0,0.81565885,0.161901375,0.022439775
143,143,142,0-200,1770,,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,1,0.802387879,21.103944,76.5963015,2.299754,2.44,7.88,25.02,0.00343686,0.75688169,0.23968143,0,0.00533898,0.71327834,0.273779615,0.0057689,0.00183416,0,0,4.234558,0.3323415,0.044709,0.043662,0.563705264,0.826228217,0.521291965,0.959252041,0.371089345,0.765255575,0.131002569,1.442846152,12.84952287,0.077823901,-26.84703964,1.606821599,-26.84703964,1.606821599,0,2.165526058,0.071859413,-26.96458263,1.676979387,-1.479123453,0.486764767,0.672566657,-0.132594964,0.116085876,4.677053526,0.501965345,0.229830926,0.062614818,-0.402642691,-0.538486564,-0.09457068,-0.299272539,-0.057770429,,,1,-0.083663755,,,0.019230769,LIA,0,0,0.789949193,0.106269721,0.103781086
144,144,143,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.875,0.750272574,29.143002,65.645423,5.211579,1.64,7.16,32.71,0.04437595,0.70118784,0.25443625,0.0185448,0.02583115,0.70118784,0.22558502,0.01032433,0.0185269,0.176609,0.336397,4.238981,0.432172,0.060395,0.434673,0.718714266,1.060942188,0.669379993,1.261375958,0.48796683,0.822629663,0.165820043,1.900381682,13.37059095,0.07479101,-26.16353533,1.857913933,-26.16353533,1.857913933,0.513006,2.209024836,0.076658617,-27.0549164,1.775392516,0.471174262,-0.704946052,1.660450018,0.342979637,0.116195766,4.631234836,0.600743321,0.202730534,0.063358758,2.420408772,-0.246164751,-0.105105181,0.075042005,1.659344244,,,1,-0.083663755,,,0.019230769,LIA,0.122624191,0.233569126,0.300068183,0.041933809,0.301804692
145,145,144,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.75,1.011015152,22.023033,67.01732,10.9596465,5.8,31.76,75.25,0.00609567,0.22505264,0.76885166,0,0.005582675,0.516976005,0.469623115,0.004370475,0.003447725,0,0.029667,3.5044615,2.4568275,0.026162,0.0812315,0.768018745,0.820656056,0.517776323,1.108406292,0.428790086,0.810067941,0.126419783,2.115142854,19.51962424,0.051230494,-26.40202957,1.084789999,-26.40202957,1.084789999,0.029667,2.502557384,0.064518027,-26.77828348,1.589853358,-0.46240013,-1.744089512,-0.313412089,-1.711315631,-0.02177079,3.41086053,1.033844228,0.287877449,0.065094728,-0.328086097,0.379974382,3.467989875,-0.493251153,-0.064402769,,,1,-0.083663755,,,0.019230769,LIA,0,0.011437271,0.947160209,0.010086018,0.031316502
146,146,145,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.625,0.921236364,6.670688,76.205143,17.1241705,5.62,33.12,79.39,0.00579744,0.22652394,0.76767862,0,0.00597264,0.25413036,0.735920235,0.00116855,0.00280823,0,0.0522265,1.1619675,4.055941,0,0.063955,0.627949312,0.821163622,0.518096562,0.907116551,0.350920584,0.756192187,0.125551934,2.039306101,18.94985115,0.052770863,-26.42412805,0.670780695,-26.42412805,0.670780695,0.0522265,2.734760421,0.051281056,-26.2583549,1.34309332,-1.123482316,1.192178556,-0.788509468,-1.590447489,-0.019987732,3.333424124,1.0213905,0.288317451,0.088583235,0.327399033,-3.003722374,4.521307861,-0.209010892,-0.115518141,,,1,-0.083663755,,,0.019230769,LIA,0,0.012517969,0.972152903,0,0.015329128
147,147,146,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.5,0.852175758,6.574321,75.5559055,17.869772,6.17,31.52,72.74,0.00627975,0.21509783,0.77862243,0,0.006409035,0.223919895,0.769671055,0,0,0,0.0641935,1.058906,4.387947,0,0,0.635767747,0.80388075,0.507192283,0.820819034,0.317536147,0.742816185,0.151772836,2.099915259,16.14189466,0.061950596,-26.43510465,0.949759173,-26.43510465,0.949759173,0.0641935,2.78926725,0.049635696,-26.24840458,1.310590238,-0.565228121,1.634226742,-0.177697655,-0.404944508,0.042029431,3.789997775,0.871953617,0.24622652,0.093589936,0.012550073,-2.300757627,3.003981575,0.028062797,-0.407451459,,,1,-0.083663755,,,0.019230769,LIA,0,0.01441857,0.98558143,0,0
148,148,147,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.375,0.753563636,7.480968,74.381994,18.1370375,5.45,31.13,74.94,0.00640147,0.23631199,0.75728653,0,0.006749505,0.249303475,0.743947015,0,0,0,0.065766,1.2146265,4.3665035,0,0,0.658779616,0.842209964,0.531375325,0.865744303,0.334915614,0.754175549,0.140691293,2.572905332,21.33552709,0.04687018,-26.49824797,0.421157959,-26.49824797,0.421157959,0.065766,2.907030252,0.048915808,-26.47126449,1.270004449,0.346328792,-1.19908254,0.170413682,-2.317622185,-0.030372428,2.978831974,1.19547161,0.276610587,0.109163818,0.508041512,-0.629075587,1.452823608,-0.216021066,-0.451459063,,,1,-0.083663755,,,0.019230769,LIA,0,0.014837997,0.985162003,0,0
149,149,148,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.25,0.739269697,14.7682635,73.8782055,11.3535295,4.4,27.95,72.56,0.0067331,0.2893229,0.703944,0,0.006858095,0.450728075,0.54081881,0.001595005,0,0,0.029253,2.5831015,2.6854245,0,0,0.685547705,0.922771047,0.582203709,1.061894659,0.41079693,0.794644949,0.162412655,2.876169484,20.66052713,0.048401476,-26.54335034,0.531628538,-26.54335034,0.531628538,0.029253,2.779133553,0.057428727,-26.96902026,1.396226595,0.840283662,-1.127534049,0.893080853,-1.822442292,-0.003953855,3.058107443,1.205271569,0.249472764,0.116566702,0.037589444,0.494501489,-1.788801514,-0.020994476,-0.478689623,,,1,-0.083663755,,,0.019230769,LIA,0,0.010775866,0.989224134,0,0
150,150,149,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0.125,0.737181818,25.4924485,71.5048345,3.0027185,2.31,8.77,37.05,0.00695377,0.68085281,0.31219344,0,0.00392914,0.741156295,0.25012644,0.00238572,0.00240242,0,0,4.817805,0.565458,0,0.0582255,0.631272248,0.951760501,0.600494019,0.893448364,0.345633008,0.770394148,0.164256853,2.010767877,14.28187508,0.070018817,-26.55136854,1.921859836,-26.55136854,1.921859836,0,2.198070642,0.072917346,-27.0726203,1.695321861,-0.657173161,0.256046772,0.540888575,1.692944822,0.097364088,4.448037715,0.683329177,0.218112474,0.051408429,-0.601248811,0.807703061,-2.65153707,0.005975327,0.073098204,,,1,-0.083663755,,,0.019230769,LIA,0,0,0.906642552,0,0.093357448
151,151,150,0-200,1770,1770,1770,1700-1800,hst,1770 A.D.,1770 A.D.,16,22,evnt,evnt,0,0.735575758,26.115612,72.891058,0.9933315,2.31,6.46,20.9,0.00059164,0.82864531,0.17076306,0,0.000388015,0.864628195,0.134174455,0.00080935,0,0,0,6.209661,0.1963955,0.02119,0,0.570659471,0.666484927,0.420505171,0.582963477,0.225521058,0.71559513,0.142807127,1.595733461,13.03638745,0.076708368,-27.16075169,1.732250682,-27.16075169,1.732250682,0,1.834450008,0.080887307,-26.91406232,1.88440148,-0.289986218,-0.377858202,-1.126812057,-0.741041634,0.121595078,4.65933038,0.530568856,0.226523671,0.056633193,-0.534521068,1.862821411,-0.560516641,-0.04774175,-0.254525081,,,1,-0.083663755,,,0.019230769,LIA,0,0,0.902612996,0.097387004,0
152,152,151,0-200,1770,1770,,1700-1800,hst,1770 A.D.,No-Event,16,0,evnt,n_evnt,NA,0.678239394,19.481917,79.2636045,1.2544785,2.58,7.73,22.92,0.00080297,0.78631272,0.2128843,0,0.00149913,0.79126689,0.19923042,0.002651195,0.005352365,0,0,4.793986,0.1035255,0,0.1258705,0.507723063,0.756096907,0.477044035,0.808111203,0.312620087,0.728236302,0.144479748,1.807476317,14.59527995,0.068515301,-26.20357914,1.582463493,-26.20357914,1.582463493,0,2.13979226,0.07474694,-27.24973884,1.657827606,-0.44247352,-0.574047672,2.412246663,-0.071462066,0.070847968,4.291929289,0.700250457,0.235803749,0.062530509,-0.210355151,-0.319832425,-0.801440945,-0.1987131,0.302645706,,,,-0.083663755,,,0.019230769,LIA,0,0,0.451296012,0,0.548703988
153,153,152,0-200,1770,1770,,1700-1800,hst,1770 A.D.,No-Event,16,0,evnt,n_evnt,NA,0.884924841,15.7835185,77.4559395,6.760544,2.49,7.6,25.96,0.00078126,0.77255055,0.22666821,0,0.003567755,0.634149575,0.36171674,0.00056595,0,0,0,3.474544,1.1749915,0,0,0.611133868,0.781058777,0.492793222,0.982479289,0.380074871,0.778657751,0.156326233,2.878754659,21.48421946,0.046545792,-26.49624342,0.956631999,-26.49624342,0.956631999,0,2.410664192,0.068753719,-27.03990634,1.571009045,1.800494508,-2.685294927,-0.161466781,-1.885195068,-0.011570375,3.13187733,1.212645369,0.255116497,0.089382925,0.175709761,0.140519382,0.87766069,-0.171473545,-0.421000118,,,,-0.083663755,,,0.019230769,LIA,0,0,1,0,0
154,154,153,0-200,1767,1770,,1700-1800,hst,1770 A.D.,No-Event,16,0,evnt,n_evnt,NA,0.662821212,22.812401,71.7724615,5.415138,2.25,8.34,33.33,0.00806122,0.70858778,0.28335101,0,0.00755486,0.709506755,0.2634767,0.01099786,0.00846383,0,0,4.2860195,0.5846695,0.0440955,0.207764,0.667285302,0.923730274,0.582808914,1.04135841,0.402852424,0.790940051,0.202523473,2.395804402,13.80138851,0.072456478,-27.3201134,1.279351631,-27.3201134,1.279351631,0,2.486327084,0.07140638,-27.4634549,1.550250839,-1.059265375,1.788592755,-0.365300248,-0.181437128,0.133866761,4.281848252,0.723878776,0.191064144,0.10087057,-0.773542786,-0.215451756,-0.251960206,0.28136602,0.508477517,,,,0.148375428,,,0.017241379,LIA,0,0,0.698923169,0.052712458,0.248364372
155,155,154,0-200,1764,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.638730303,26.627032,70.742571,2.630397,2.07,7.1,26.25,0.01043582,0.76176073,0.22780345,0,0.01043582,0.76176073,0.21501979,0.01254477,0.00023889,0,0.059778,4.805733,0.318079,0,0,0.63069679,0.853915719,0.538760834,0.926665701,0.358483228,0.770473421,0.217188193,2.540794846,13.64835084,0.073268925,-27.96958755,1.698391905,-27.96958755,1.698391905,0.059778,2.354898036,0.074306364,-27.49153645,1.634898443,0.642053955,-0.224479434,-1.139185075,0.506441764,0.025084225,5.002935152,0.380681239,0.093502951,0.127972181,0.404421019,-0.269991467,0.083867761,0.130119187,-0.608703986,,,,-0.2052903,,,0.018518519,LIA,0,0.158202706,0.841797294,0,0
156,156,155,0-200,1762,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.627487879,25.819479,72.019509,2.161011,2.22,7.23,24.56,0.00593339,0.77478003,0.21928658,0,0.00792773,0.77247497,0.20955851,0.01003878,0,0,0,4.877094,0.254058,0,0,0.608826454,0.809159975,0.510523103,0.882132678,0.341255503,0.761443606,0.198512614,2.542773098,14.94398042,0.066916576,-27.4695463,1.614724191,-27.4695463,1.614724191,0,2.323586403,0.073834786,-27.48662386,1.622871684,0.241755097,-0.903263355,0.610556304,-0.097112916,-0.019706069,4.733517892,0.487613064,0.114309612,0.123292273,0.057149546,0.321856638,-0.423640451,-0.11556667,-0.501719517,,,,-0.691508095,,,0.019230769,LIA,0,0,1,0,0
157,157,156,0-200,1759,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.642745455,25.018678,72.590379,2.390943,2.28,7.72,27.78,0.00618427,0.74700262,0.24681314,0,0.00593339,0.77478003,0.20863142,0.01065516,0,0,0,4.904018,0.242308,0.059581,0,0.608445338,0.857919378,0.541286862,0.870642977,0.33681068,0.760059233,0.201408934,2.531297782,14.6626105,0.06820068,-27.41733407,1.652101397,-27.41733407,1.652101397,0,2.282756293,0.074174249,-27.45026681,1.632614545,0.259352784,-0.33522449,0.046001617,0.071577673,-0.012632703,4.799293299,0.464562993,0.109272084,0.12374009,0.040586003,0.049307817,-0.122593314,0.184542384,-0.505429138,,,,-0.16168005,,,0.018181818,LIA,0,0,0.802639381,0.197360619,0
158,158,157,0-200,1756,,,1700-1800,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.643387879,23.517982,72.906242,3.575779,2.16,7.14,24.82,0.00776079,0.77356083,0.21867842,0,0.00618427,0.74700262,0.22414755,0.0129678,0.00969779,0,0,4.623117,0.249518,0,0.244725,0.627964857,0.820524556,0.517693356,0.989472783,0.382780324,0.772233474,0.206791339,2.625920977,14.8148104,0.06750002,-27.6438482,1.829582034,-27.6438482,1.829582034,0,2.376715357,0.073490851,-27.46127134,1.592871369,0.209387881,-0.407422954,-0.408793906,0.737016784,-0.007984749,4.821576908,0.476992033,0.107305493,0.114195143,0.025377198,-0.336578439,-0.152537472,-0.229862629,0.626265986,,,,0.92687552,,,0.00952381,LIA,0,0,0.504848829,0,0.495151171
